text_original,text_cleaned,sentiment,source
UNTR –  Menghitung profitabilitas dan melihat kesiapan emiten menghadapi krisis lanjutan pandemic covid 19    Dampak krisis ekonomi tahun 2020 menyebabkan total penjualan tahun 2020 turun menjadi Rp 603 triliun atau turun 29 dibandingkan dengan total penjualan tahun 2019 sebesar Rp 844 triliun  Penurunan penjualan ini menyebabkan laba bersih tahun 2020 turun menjadi Rp 56 trilun atau turun 49 dibandingkan dengan laba bersih tahun 2019 sebesar Rp 55 triliun  Akibatnya net profit margin tahun 2020 turun menjadi   net profit  sales  56 triliun  603 triliun  9 jumlah tersebut lebih kecil dibandingkan dengan net profit margin tahun 2019 sebesar 13  Apakah dengan penurunan laba bersih tahun 2020 sebesar 49 yang jumlahnya jauh lebih besar dibandingkan dengan penurunan penjualan yang hanya 29 atau apakah karena net profit margin tahun 2020 9 mengalami penurunan dibandingkan dengan net profit margin tahun 2019 13 kemudian dapat disimpulkan bahwa profitabilitas tingkat laba UNTR tahun 2020 mengalami penurunan  Karena faktor pembentuk net profit margin adalah “sales” dan “cost” maka harus dipahami bahwa cost yang terjadi pada aktivitas operasional perusahaan terdiri dari dua jenis 1 variable cost yaitu jumlah beban akan mengikuti volume penjualan atau produksi yang berarti jika penjualan naik maka variable cost juga naik dan sebaliknya  2 fixed cost adalah beban tetap yang jumlahnya relative tetap dan stabil tidak serta merta mengikuti volume penjualan atau produksi  Oleh karena itu tidak dapat dibuat perbandingan searah garis lurus secara langsung antara kinerja penjualan dengan kinerja laba bersih sebab pada salah satu component pembentuknya yaitu “fixed cost” tidak berhubungan langsung dengan volume penjualan produksi   Untuk membuat hubungan penjualan dengan cost satu arah maka cost yang bersifat tetap harus dikeluarkan dalam perhitungan terlebih dahulu yaitu dengan cara menambahkan kembali komponen fixed cost kedalam laba bersih  Dalam management keuangan perhitungan dengan model demikian dapat ditemui pada perhitungan EBITDA Earning Before Interest Tax Depreciation and Amortization  Oleh karena itu selanjutnya untuk membandingkan kinerja profitabilitas laba bersih tahun 2020 versus tahun 2019 akan menggunakan analisa EBITDA sebagai berikut  EBITDA  Laba bersih tahun berjalan  Beban penyusutan dan amortisasi  Interest  bunga  EBITDA 2020  56 triliun  99 triliun  15 triliun  14 triliun  Rp 185 triliun  EBITDA 2019  111 triliun  85 triliun  23 triliun  43 triliun  Rp 263 triliun  Maka penurunan penjualan pada tahun 2020 sebesar 29 telah menyebabkan EBITDA tahun 2020 juga mengalami penurunan sebesar  263 – 185263  30  Memang terjadi sedikit penurunan profitabilitas karena penurunan EBITDA tahun 2020 sebesar 30 persentasenya lebih besar dibandingkan dengan penurunan penjulan tahun 2020 29  Tetapi jika dihitung dengan menggunakan EBITDA margin penurunan penjualan ternyata tidak menyebabkan penurunan EBITDA margin seperti yang dihitung berikut ini  EBITDA Margin 2020  EBITDA  Sales  185 triliun  603 triliun  31  EBITDA Margin 2019  263 triliun  844 triliun  31  Maka dapat disimpulkan meskipun jumlah laba dalam satuan moneter mengalami penurunan tetapi secara kinerja profitabilitas emiten masih mampu mempertahankan profitabilitas yang relative tidak banyak berubah walaupun emiten mengalami penurunan penjualan akibat krisis ekonomi global yang diakibatkan oleh pandemic covid 19  Selain itu emiten juga akan semakin siap menghadapai krisis ekonomi global yang mungkin masih berlanjut hingga tahun 2021 dst karena jumlah saldo kas akhir tahun 2020 bertambah signifikan menjadi Rp 205 triliun naik 70 dibandingkan dengan saldo kas tahun 2019 sebesar Rp 121 triliun  Jumlah saldo kas 2020 tersebut bahkan lebih besar dibandingkan dengan seluruh utang berbunga CLK 32 Hal 137 Rp 125 triliun atau terjadi surplus kas versus utang berbunga sebesar  205 triliun – 125 triliun  Rp 8 triliun  Padahal pada tahun 2019 meskipun menghasilkan laba jauh lebih besar tetapi emiten masih mengalami defisit kas versus utang berbunga sebesar   121 trilun – 141 triliun   Rp 2 triliun  Tetapi melihat saldo kas yang menumpuk hingga Rp 205 triliun mungkin para investor lebih senang jika PSP memilih untuk meningkatkan dividend payout ratio DPR ketimbang memikirikan dampak krisis lanjutan pada tahun 2021 dan seterusnya setuju  Demikian dampak profitabilitas yang tidak menurun dan kesiapan emiten menghadapi lanjutan krisis ekonomi global yang diakibatkan oleh pandemic covid 19  Semoga PSP mendapatkan wangsit untuk menaikan DPR pada tahun ini  Silahkan like dan follow untuk mendapatkan wangsitwangsit berikutnya   DYOR  TLKM HMSP POWR,untr menghitung profitabilitas dan melihat kesiapan emiten menghadapi krisis lanjutan pandemic covid 19 dampak krisis ekonomi tahun 2020 menyebabkan total penjualan tahun 2020 turun menjadi rp 603 triliun atau turun 29 dibandingkan dengan total penjualan tahun 2019 sebesar rp 844 triliun penurunan penjualan ini menyebabkan laba bersih tahun 2020 turun menjadi rp 56 trilun atau turun 49 dibandingkan dengan laba bersih tahun 2019 sebesar rp 55 triliun akibatnya net profit margin tahun 2020 turun menjadi net profit sales 56 triliun 603 triliun 9 jumlah tersebut lebih kecil dibandingkan dengan net profit margin tahun 2019 sebesar 13 apakah dengan penurunan laba bersih tahun 2020 sebesar 49 yang jumlahnya jauh lebih besar dibandingkan dengan penurunan penjualan yang hanya 29 atau apakah karena net profit margin tahun 2020 9 mengalami penurunan dibandingkan dengan net profit margin tahun 2019 13 kemudian dapat disimpulkan bahwa profitabilitas tingkat laba untr tahun 2020 mengalami penurunan karena faktor pembentuk net profit margin adalah sales dan cost maka harus dipahami bahwa cost yang terjadi pada aktivitas operasional perusahaan terdiri dari dua jenis 1 variable cost yaitu jumlah beban akan mengikuti volume penjualan atau produksi yang berarti jika penjualan naik maka variable cost juga naik dan sebaliknya 2 fixed cost adalah beban tetap yang jumlahnya relative tetap dan stabil tidak serta merta mengikuti volume penjualan atau produksi oleh karena itu tidak dapat dibuat perbandingan searah garis lurus secara langsung antara kinerja penjualan dengan kinerja laba bersih sebab pada salah satu component pembentuknya yaitu fixed cost tidak berhubungan langsung dengan volume penjualan produksi untuk membuat hubungan penjualan dengan cost satu arah maka cost yang bersifat tetap harus dikeluarkan dalam perhitungan terlebih dahulu yaitu dengan cara menambahkan kembali komponen fixed cost kedalam laba bersih dalam management keuangan perhitungan dengan model demikian dapat ditemui pada perhitungan ebitda earning before interest tax depreciation and amortization oleh karena itu selanjutnya untuk membandingkan kinerja profitabilitas laba bersih tahun 2020 versus tahun 2019 akan menggunakan analisa ebitda sebagai berikut ebitda laba bersih tahun berjalan beban penyusutan dan amortisasi interest bunga ebitda 2020 56 triliun 99 triliun 15 triliun 14 triliun rp 185 triliun ebitda 2019 11 triliun 85 triliun 23 triliun 43 triliun rp 263 triliun maka penurunan penjualan pada tahun 2020 sebesar 29 telah menyebabkan ebitda tahun 2020 juga mengalami penurunan sebesar 263 185263 30 memang terjadi sedikit penurunan profitabilitas karena penurunan ebitda tahun 2020 sebesar 30 persentasenya lebih besar dibandingkan dengan penurunan penjulan tahun 2020 29 tetapi jika dihitung dengan menggunakan ebitda margin penurunan penjualan ternyata tidak menyebabkan penurunan ebitda margin seperti yang dihitung berikut ini ebitda margin 2020 ebitda sales 185 triliun 603 triliun 31 ebitda margin 2019 263 triliun 844 triliun 31 maka dapat disimpulkan meskipun jumlah laba dalam satuan moneter mengalami penurunan tetapi secara kinerja profitabilitas emiten masih mampu mempertahankan profitabilitas yang relative tidak banyak berubah walaupun emiten mengalami penurunan penjualan akibat krisis ekonomi global yang diakibatkan oleh pandemic covid 19 selain itu emiten juga akan semakin siap menghadapai krisis ekonomi global yang mungkin masih berlanjut hingga tahun 2021 dst karena jumlah saldo kas akhir tahun 2020 bertambah signifikan menjadi rp 205 triliun naik 70 dibandingkan dengan saldo kas tahun 2019 sebesar rp 121 triliun jumlah saldo kas 2020 tersebut bahkan lebih besar dibandingkan dengan seluruh utang berbunga clk 32 hal 137 rp 125 triliun atau terjadi surplus kas versus utang berbunga sebesar 205 triliun 125 triliun rp 8 triliun padahal pada tahun 2019 meskipun menghasilkan laba jauh lebih besar tetapi emiten masih mengalami defisit kas versus utang berbunga sebesar 121 trilun 141 triliun rp 2 triliun tetapi melihat saldo kas yang menumpuk hingga rp 205 triliun mungkin para investor lebih senang jika psp memilih untuk meningkatkan dividend payout ratio dpr ketimbang memikirikan dampak krisis lanjutan pada tahun 2021 dan seterusnya setuju demikian dampak profitabilitas yang tidak menurun dan kesiapan emiten menghadapi lanjutan krisis ekonomi global yang diakibatkan oleh pandemic covid 19 semoga psp mendapatkan wangsit untuk menaikan dpr pada tahun ini silahkan like dan follow untuk mendapatkan wangsitwangsit berikutnya dyor tlkm hmsp powr,Neutral,Stockbit (ICCSCI)
TLKM tanda2 longsor ,tlkm tanda2 longsor,Negative,Stockbit (ICCSCI)
InanSulaiman Q4 2020 dan Q1 2021 LK BUMI PASTI POSITIF harga dibawah 100 itu uda murah sekali harusnya bermain di atas 100 ANTM TLKM,inansulaiman q4 2020 dan q1 2021 lk bumi pasti positif harga dibawah 100 itu uda murah sekali harusnya bermain di atas 100 antm tlkm,Positive,Stockbit (ICCSCI)
TLKM harga wajar Rp 334132714lembar INDF harga wajar Rp 953816794lembar PTBA harga wajar Rp 334132714lembar  Sumber  Perhitungan PE Standard Deviation Band10 Years,tlkm harga wajar rp 334132714lembar indf harga wajar rp 953816794lembar ptba harga wajar rp 334132714lembar sumber perhitungan pe standard deviation band10 years,Positive,Stockbit (ICCSCI)
Jakarta CNBC Indonesia  Dua saham emiten BUMN masih masuk deretan teratas sahamsaham yang dibeli asing net buy pada perdagangan Kamis kemarin 2522021 di tengah kenaikan Indeks Harga Saham Gabungan IHSGIHSG pun bergerak nyaman di zona hijau sepanjang hari hingga penutupan pasar setelah,jakarta cnbc indonesia dua saham emiten bumn masih masuk deretan teratas sahamsaham yang dibeli asing net buy pada perdagangan kamis kemarin 2522021 di tengah kenaikan indeks harga saham gabungan ihsgihsg pun bergerak nyaman di zona hijau sepanjang hari hingga penutupan pasar setelah,Positive,Stockbit (ICCSCI)
Saham paling favorit buat trading pendek saya ENRG  LINK kalau kalian favoritnya apa sharing dong ANTM BRIS TLKM,saham paling favorit buat trading pendek saya enrg link kalau kalian favoritnya apa sharing dong antm bris tlkm,Neutral,Stockbit (ICCSCI)
teknikally IHSG uda bagus ges buka jatuh dalam langsung di balas rebound lebih tinggi skg lagi korekssi aja sesi dua kembali hijau ges jangn mau kena tipu asing keep yang murah TLKM AKRA ANTM BRIS,teknikally ihsg uda bagus ges buka jatuh dalam langsung di balas rebound lebih tinggi skg lagi korekssi saja sesi dua kembali hijau ges jangn mau kena tipu asing keep yang murah tlkm akra antm bris,Neutral,Stockbit (ICCSCI)
bagus reaksi market tidak sepanik itu dan power IHSG lumayan juga   seumpama closing merah pun mudah2an gak dalem  kalau bisa hijau itu luar byasa    BBCA BBNI BBRI TLKM,bagus reaksi market tidak sepanik itu dan power ihsg lumayan juga seumpama closing merah pun mudah2an tidak dalem kalau bisa hijau itu luar byasa bbca bbni bbri tlkm,Neutral,Stockbit (ICCSCI)
NOTHING CAN STOP US fistflagidflagid  ANTM BRIS BBRI TLKM AGRO,nothing can stop us fistflagidflagid antm bris bbri tlkm agro,Positive,Stockbit (ICCSCI)
BRIS wahhh akhirnya bris dluan yang sentuh hrga 3rb rocketfire ANTM mana nihhh yokkk jgn mau ketinggalan gas juga rocket  TLKM IHSG PWON,bris wahh akhirnya bris dluan yang sentuh hrga 3rb rocketfire antm mana nihh yokk jangan mau ketinggalan gas juga rocket tlkm ihsg pwon,Neutral,Stockbit (ICCSCI)
IHSG kena Unfilled orders demand langsung mental lagi wkwkwkw rofl   ASII BMRI berada di area UFO demandnya makanya mantul   ilmu mahal dibagikan gratis hehehe sweatsmile   BBRI BBNI ASII TLKM,ihsg kena unfilled orders demand langsung mental lagi wkwkwkw rofl asii bmri berada di area ufo demandnya makanya mantul ilmu mahal dibagikan gratis sweatsmile bbri bbni asii tlkm,Neutral,Stockbit (ICCSCI)
IHSG selamat yang panic selling anda kena prank    ANTM BBCA BBRI TLKM   ,ihsg selamat yang panic selling anda kena prank antm bbca bbri tlkm,Neutral,Stockbit (ICCSCI)
BBKP Yoooh udah ada sopirnya Mobil Carteran siap berangkaaaat  bang sopirnya TLKM pindah kesini Taulah bakal kemana perginya DYOR Disc On,bbkp yooh sudah ada sopirnya mobil carteran siap berangkaat bang sopirnya tlkm pindah kesini taulah bakal kemana perginya dyor disc on,Neutral,Stockbit (ICCSCI)
FEEL THE POWER OF IHSG  WE ARE STRONG musclesunglassesflagidflagid  ANTM BRIS BBRI TLKM BANK,feel the power of ihsg we are strong musclesunglassesflagidflagid antm bris bbri tlkm bank,Positive,Stockbit (ICCSCI)
vannnusss ANTM uda kemahalan pindahin ke TLKM aja,vannuss antm uda kemahalan pindahin ke tlkm saja,Positive,Stockbit (ICCSCI)
NONETHELESS  FLAWLESS  IHSG IS VERY STRONG sunglassesrocketrocket  GO GO GO  ANTM BRIS BBRI TLKM BANK,nonetheless flawless ihsg is very strong sunglassesrocketrocket go go go antm bris bbri tlkm bank,Positive,Stockbit (ICCSCI)
Sekali lagi America is America  IHSG  VERY STRONG  JAYALAH IHSG sunglassesfistflagidflagid  ANTM BRIS AGRO BBRI TLKM,sekali lagi america is america ihsg very strong jayalah ihsg sunglassesfistflagidflagid antm bris agro bbri tlkm,Neutral,Stockbit (ICCSCI)
26FEB  guys ku harus kasih contoh yang sesuai dengan realita berupa data2 jangan omongnya A tapi tindakan B dan C kalau A harus A kalau mau survive di saham ihsg maupun crypto  harus ketat dan belajar atur psikologi ketika waktunya market down trend kalau posisi loss harus STOPLOSS  ketika anda TIDAK BISA stoploss awal dengan uang sedikit kerugian berarti anda juga PASTI tidak bisa stoploss nantinya dengan uang banyak kerugian  tlkm ini masih ada bawaannya  sekali naik banyak lalu turun dikit2 dibiar2in masih turun dikit  akhirnya sideways bisa bulanan  nyangkut bulanan  stoploss berlaku ya untuk semua saham bukan hanya tlkm ku stoploss masih dikit tlkm buy di 3500 stoploss dulu 40 point doank  rekomen saham di youtube baru bisa sabtu minggu nunggu nanti malam indeks amrik karena kita kiblatnya ke amrik,26feb guys ku harus kasih contoh yang sesuai dengan realita berupa data2 jangan omongnya a tapi tindakan b dan c kalau a harus a kalau mau survive di saham ihsg maupun crypto harus ketat dan belajar atur psikologi ketika waktunya market down trend kalau posisi loss harus stoploss ketika anda tidak bisa stoploss awal dengan uang sedikit kerugian berarti anda juga pasti tidak bisa stoploss nantinya dengan uang banyak kerugian tlkm ini masih ada bawaannya sekali naik banyak lalu turun dikit2 dibiar2in masih turun dikit akhirnya sideways bisa bulanan nyangkut bulanan stoploss berlaku ya untuk semua saham bukan hanya tlkm ku stoploss masih dikit tlkm buy di 3500 stoploss dulu 40 point doank rekomen saham di youtube baru bisa sabtu minggu nunggu nanti malam indeks amrik karena kita kiblatnya ke amrik,Neutral,Stockbit (ICCSCI)
IHSG  waduh panik sampe nge gap kalo kata gapmology gap harus ditutup  terimakasih yg ud pada cl dan tp padahal asing masuk banyak  ANTM BRIS TLKM ADHI ,ihsg waduh panik sampe nge gap kalau kata gapmology gap harus ditutup terimakasih yang ud pada cl dan tp padahal asing masuk banyak antm bris tlkm adhi,Neutral,Stockbit (ICCSCI)
ASII asyikkk dapat harga bawah hehehe sweatsmile  httpsstockbitcompost5808397  Dikasih discounts sm bandar   BBRI TLKM BMRI BBNI,asii asyikk dapat harga bawah sweatsmile httpsstockbitcompost5808397 dikasih discounts sm bandar bbri tlkm bmri bbni,Neutral,Stockbit (ICCSCI)
pokoknya buy lagi titik cc bbca bbri tlkm antm BBNI,pokoknya buy lagi titik cc bbca bbri tlkm antm bbni,Negative,Stockbit (ICCSCI)
ANTM   KUAT TAK TERTANDINGI  IHSG  VERY STRONG BUDDY musclesunglassesflagidflagid  BBRI AGRO BRIS TLKM,antm kuat tak tertandingi ihsg very strong buddy musclesunglassesflagidflagid bbri agro bris tlkm,Neutral,Stockbit (ICCSCI)
Kelakuanmu itu lho TLKM IHSG Kebaca joyjoy,kelakuanmu itu lho tlkm ihsg kebaca joyjoy,Negative,Stockbit (ICCSCI)
IHSG buset baru 5 menit udah minus 1 ada apa  ANTM BRIS TLKM,ihsg buset baru 5 menit sudah minus 1 ada apa antm bris tlkm,Negative,Stockbit (ICCSCI)
Sekarang di Cut Loss minggu depan naik lagi bikin capek aja  grin  grin  grin   TLKM ANTM BBRI BBCA,sekarang di cut loss minggu depan naik lagi bikin capek saja grin grin grin tlkm antm bbri bbca,Neutral,Stockbit (ICCSCI)
ANTM IHSG INCO TINS TLKM Gurih lihat merah2 begini jadi lapar mau makanroflroflroflrofl,antm ihsg inco tins tlkm gurih lihat merah2 begini jadi lapar mau makanroflroflroflrofl,Neutral,Stockbit (ICCSCI)
berapa kedalaman yang akan diuji oleh IHSG opening pagi sesi 1   BBCA BBRI BBNI TLKM,berapa kedalaman yang akan diuji oleh ihsg opening pagi sesi 1 bbca bbri bbni tlkm,Neutral,Stockbit (ICCSCI)
Edukasi DER  DER itu apa   lihat video berikutpointdownpointdown httpsyoutubefTTsBofIzM cc antm tins tlkm bris BBRI,edukasi der der itu apa lihat video berikutpointdownpointdown httpsyoutubefttsbofizm cc antm tins tlkm bris bbri,Neutral,Stockbit (ICCSCI)
IHSG Skip dulu lah hari ini Tutup mata daripada Perih Kirakira emiten mana ya yang bisa bertahan  Bluechip kah  pffft ASII BBRI TLKM BBCA,ihsg skip dulu lah hari ini tutup mata daripada perih kirakira emiten mana ya yang bisa bertahan bluechip kah pfft asii bbri tlkm bbca,Neutral,Stockbit (ICCSCI)
IPTV merger ANTM bank TINS TLKM,iptv merger antm bank tins tlkm,Neutral,Stockbit (ICCSCI)
IPTV merger ANTM bank TINS TLKM,iptv merger antm bank tins tlkm,Neutral,Stockbit (ICCSCI)
26FEB  lompatan kenaikan yield amrik walaupun masih dibawah 2 menyebabkan indeks bursa ameik terkoreksi lumayan tadi malam  ada yg sudah cek apakah cina dumped di market untuk obligasi amrik  antm tlkm bris baca bbhi,26feb lompatan kenaikan yield amrik walaupun masih dibawah 2 menyebabkan indeks bursa ameik terkoreksi lumayan tadi malam ada yang sudah cek apakah cina dumped di market untuk obligasi amrik antm tlkm bris baca bbhi,Neutral,Stockbit (ICCSCI)
